Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month)
2009-11-12 14:53,1258008818,aapl,19.534067,52.5,92.189407,12.42,1.84E+11,1.60E+11,32.45,21.69,1.47,5.01,6.57,4.37,19.146,15.61,20.96,10.25,23.35,36540000000,40.914,25,13140000000,8340000000,5700000000,6.289,46.6,23460000000,26.051,0,N/A,1.881,30.931,10160000000,6870000000,1.5,191.899,160.356,17646300,900680000,893920000,0.67,71.8,15840000,1,1.8,15990000
2013-05-16 23:28,1368718112,aapl,48.890137,63.08,150.230179,16.03,4.08E+11,3.86E+11,10.37,9.85,0.55,2.38,2.98,2.28,6.73,23.46,30.92,18.91,33.34,1.69E+11,180.22,11.3,68660000000,57380000000,39670000000,41.9,-17.9,39140000000,41.7,0,N/A,1.78,144.12,55260000000,30020000000,0.65,430.99,483.32,16742300,938650000,938300000,0.03,64.1,41590000,2.3,4.4,20070000
2004-02-03 7:33,1075764814,aapl,1.076361,257.73,85.809273,6.83,8230000000,3830000000,60.16,38.24,4.02,1.23,1.92,0.57,34.82,2.03,1.63,2.08,3.26,6740000000,18.379,N/A,1710000000,110000000,137000000,0.371,N/A,4790000000,12.99,302000000,0.07,2.531,11.74,N/A,N/A,1.749,21.51,20.42,5095909,368760000,365700000,0.83,62.3,14090000,1.968,3.85,11660000
2012-05-15 15:13,1337065991,aapl,53.495998,-9.81,118.518547,27.35,5.25E+11,5.05E+11,13.67,10.41,0.62,3.67,5.09,3.55,9.48,27.13,35.69,25.84,47.1,1.42E+11,153.11,58.9,43820000000,53270000000,38620000000,41.04,94.1,28540000000,30.52,0,N/A,1.58,109.63,53070000000,30500000000,0.94,596.74,486.82,24668100,935060000,934420000,0.64,70.2,11380000,0.4,1.2,8090000
2012-01-08 8:59,1325984392,aapl,40.849491,32.06,113.019089,16.83,3.93E+11,3.67E+11,15.26,10.85,0.65,3.59,5.07,3.39,10.31,23.95,31.22,22.05,41.67,1.08E+11,117.12,39,43820000000,35570000000,25920000000,27.68,53.7,25950000000,27.92,0,N/A,1.61,82.45,37530000000,20920000000,0.82,390.88,383.7,14774700,929410000,923690000,0.64,70.2,10590000,0.8,1.2,11620000
2011-05-22 15:41,1306050079,aapl,32.41848,67.44,116.31382,0.85,3.10E+11,2.81E+11,15.97,11.77,0.66,3.6,5.12,3.21,10.5,22.36,29.02,20.88,38.78,87450000000,95.33,82.7,25680000000,26730000000,19550000000,20.99,94.8,29230000000,31.61,0,N/A,1.93,66.49,26480000000,17410000000,1.14,341.96,335.79,16131600,924750000,918690000,0.65,70.8,13350000,0.8,1.5,11550000
2003-12-07 10:36,1070764570,aapl,1.008181,215.49,80.203911,13.7,7650000000,3380000000,112.7,40.67,4.41,1.25,1.84,0.55,N/A,1.1,-0.02,1.06,1.64,5740000000,17.077,N/A,1600000000,-1000000,68000000,0.185,N/A,4570000000,12.45,304000000,0.072,2.498,11.52,N/A,N/A,1.742,22.15,19.05,4837318,366730000,363800000,0.8,64.42,11990000,2.356,3.3,13610000
2008-10-29 21:14,1225286091,aapl,10.110829,87.8,76.713669,17.55,92870000000,64260000000,19.51,15.72,0.9,2.73,4.22,1.98,9.523,14.88,19.32,12.08,27.19,32480000000,36.841,27,8150000000,6750000000,4830000000,5.36,25.7,24490000000,27.569,0,N/A,2.462,23.674,9600000000,4360000000,2.91,115.28,157.82,41210700,888330000,878050000,0.7,66.8,22360000,0.6,2.5,25690000
2004-06-03 1:20,1086196838,aapl,1.373255,169.3,84.831093,9.29,10990000000,6070000000,63.7,37.08,2.89,1.49,2.33,0.85,21.08,2.36,2.31,2.54,3.95,7180000000,19.326,N/A,1710000000,288000000,169000000,0.454,N/A,4590000000,12.09,0,0,2.921,12.042,N/A,N/A,1.701,27.15,23.62,7046272,380040000,376000000,1.06,66.12,11710000,1.978,3.12,17190000
2006-02-17 15:01,1140159661,aapl,6.797609,20.69,100.750832,15.23,59580000000,51180000000,37.87,27,1.51,3.7,7.12,3.16,23.348,9.91,12.34,10.63,22.65,16190000000,19.771,64.7,4040000000,2190000000,1610000000,1.85,91.5,8710000000,10.26,0,0,2.404,9.91,2040000000,1410000000,N/A,74.35,61.32,31082300,848610000,837830000,1.23,73.2,25720000,1.1,3.1,24860000
2006-02-03 13:49,1138945799,aapl,6.948475,17.95,98.764168,16.8,60760000000,52060000000,38.89,27.41,1.7,3.75,7.28,3.22,23.882,9.91,12.34,10.6,22.65,16190000000,19.771,64.7,4040000000,2180000000,1610000000,1.85,91.5,8710000000,10.331,0,0,2.404,9.91,N/A,N/A,N/A,75.7,59.58,28124600,842770000,832060000,1.23,73.2,25720000,1.1,3.1,24860000
2008-10-31 22:34,1225463643,aapl,10.40482,75.2,79.804276,9.72,95570000000,74150000000,20.08,16.18,1,3.04,4.69,2.28,10.988,14.88,19.32,12.08,27.19,32480000000,36.841,27,8150000000,6750000000,4830000000,5.36,25.7,24490000000,27.569,0,N/A,2.462,23.674,9600000000,4360000000,2.91,112.74,157.19,42359600,888330000,878050000,0.7,66.8,24200000,0.4,2.8,22360000
2008-12-07 14:27,1228631244,aapl,9.09056,101.01,72.4692,29.32,83500000000,59010000000,17.54,14.4,0.87,2.5,3.86,1.82,8.745,14.88,19.32,12.08,27.19,32480000000,36.841,27,11150000000,6750000000,4830000000,5.36,25.7,24490000000,27.569,0,N/A,2.462,23.674,9600000000,4380000000,1.9,95.65,143.1,50769100,888330000,877700000,0.7,67.7,26760000,0.6,3,28080000
2013-08-11 2:30,1376159432,aapl,53.585957,68.15,154.651382,16.71,4.13E+11,3.95E+11,11.33,10.73,0.64,2.47,3.4,2.33,7.06,22.28,29.46,17.2,32.11,1.69E+11,181.4,0.9,68660000000,55870000000,37750000000,40.11,-21.8,42680000000,46.97,16960000000,13.75,1.88,135.79,52890000000,31000000000,0.87,430.94,439.21,12175700,908500000,908080000,0.04,62,26040000,2.1,2.8,27730000
2005-02-04 3:07,1107457628,aapl,3.812232,82.27,92.410057,6.88,31480000000,26090000000,62.55,32.83,1.92,3.3,5.56,2.67,32.09,5.2,6.71,6.62,10.37,9760000000,24.517,N/A,2260000000,813000000,508000000,1.24,N/A,6450000000,15.78,0,0,2.581,14.312,N/A,N/A,1.81,66.26,42.96,16687909,404550000,402300000,1.54,68.75,15590000,0.761,3.88,14380000
2011-09-24 5:43,1316814215,aapl,39.099064,78.5,99.845856,31.23,3.75E+11,3.46E+11,15.99,12.44,0.65,3.71,5.37,3.45,10.8,23.53,30.43,22.25,41.99,1.00E+11,108.95,82,25680000000,32080000000,23610000000,25.28,124.7,28400000000,30.63,0,N/A,1.75,74.81,32780000000,21470000000,1.07,382.18,356.19,20884500,927090000,921050000,0.65,70.8,15160000,0.6,N/A,12540000
2012-09-23 15:53,1348386809,aapl,69.792999,-17.11,131.023331,19.04,6.56E+11,6.29E+11,16.45,13.22,0.69,4.4,5.86,4.22,11.26,26.97,35.62,24.57,44.32,1.49E+11,159.61,22.6,43820000000,55820000000,40130000000,42.55,20.7,27650000000,29.5,0,N/A,1.57,119.22,52150000000,27500000000,0.88,661.12,604.77,14114300,937410000,936750000,0.05,68.7,13590000,1,1.5,13280000
2005-01-26 15:16,1106723807,aapl,3.493578,100.22,90.104218,10.56,29100000000,22700000000,57.83,30.35,1.71,2.99,5.03,2.33,34.66,5.2,6.71,6.62,10.37,9760000000,24.517,N/A,2260000000,655000000,508000000,1.244,N/A,6450000000,15.94,0,0,2.581,14.312,N/A,N/A,1.81,63.19,41.09,16687909,404550000,398600000,1.47,71.08,14380000,0.892,3.61,19400000
2011-11-03 17:19,1320311986,aapl,38.98011,47.52,111.022919,14.53,3.71E+11,3.43E+11,14.42,10.35,0.57,3.41,4.82,3.17,9.64,23.95,31.22,22.05,41.67,1.08E+11,117.12,39,43820000000,35600000000,25920000000,27.68,53.7,25950000000,27.93,0,N/A,1.61,82.45,37530000000,19750000000,0.89,397.78,367.36,22460900,929280000,923560000,0.65,70.8,12010000,0.5,N/A,11690000
2008-01-23 6:28,1201040925,aapl,13.449194,-36.46,108.604774,-36.69,1.36E+11,N/A,39.59,24.24,1.43,5.89,9.69,N/A,N/A,14.56,18.37,12.95,28.52,24010000000,27.766,28.5,8150000000,4730000000,3500000000,3.93,66.8,15390000000,17.573,0,N/A,2.361,16.659,5470000000,2770000000,2.04,183.66,159.61,42642100,875540000,869280000,0.69,67.1,21290000,0.6,2.4,20140000
2008-12-16 1:57,1229363854,aapl,9.22885,104.37,75.724648,24.52,84170000000,62810000000,17.68,14.53,0.95,2.69,4.15,1.93,9.307,14.88,19.32,12.08,27.19,32480000000,36.841,27,11150000000,6750000000,4830000000,5.36,25.7,24490000000,27.569,0,N/A,2.462,23.674,9600000000,4380000000,1.9,95.68,139.17,51035600,888330000,877700000,0.7,68.1,21920000,0.4,2.5,26760000
2007-02-19 17:27,1171877275,aapl,8.203746,44.03,116.092941,-5.29,73110000000,61240000000,30.74,22.44,1.31,3.55,6.53,2.96,17.819,11.74,14.63,11.85,24.77,20680000000,24.308,23.8,5600000000,3440000000,2430000000,2.76,77.7,11870000000,13.771,N/A,N/A,2.271,13.052,3750000000,2350000000,2.4,87.1,79.83,34386900,861870000,851270000,0.12,68.8,25680000,0.7,3,24460000
2007-02-17 21:52,1171720323,aapl,8.203746,46.92,116.092941,-5.56,73110000000,61240000000,30.74,22.44,1.32,3.55,6.53,2.96,17.819,11.74,14.63,11.85,24.77,20680000000,24.308,23.8,5600000000,3440000000,2430000000,2.76,77.7,11870000000,13.771,N/A,N/A,2.271,13.052,3750000000,2350000000,2.4,87.1,79.83,34386900,861870000,851270000,0.12,68.8,25680000,0.7,3,24460000
2009-01-12 7:25,1231716312,aapl,8.57414,134.29,72.243233,33.74,80520000000,56030000000,16.91,14.9,0.92,2.54,3.92,1.73,8.303,14.88,19.32,12.08,27.19,32480000000,36.841,27,11150000000,6750000000,4830000000,5.36,25.7,24490000000,27.55,0,N/A,2.462,23.674,9600000000,4380000000,1.87,91.21,127.91,44113200,888940000,878340000,0.7,68,21330000,0.6,2.4,21920000
2006-01-25 9:43,1138153432,aapl,7.175739,16.24,99.069191,14.39,64080000000,56750000000,41.01,28.91,1.7,3.96,7.67,3.51,26.035,9.91,12.34,10.6,22.65,16190000000,19.771,64.7,4040000000,2180000000,1610000000,1.85,91.5,8710000000,10.331,0,0,2.404,9.91,N/A,N/A,N/A,75.77,57.76,26389000,842770000,N/A,1.24,73.2,24860000,1.1,3,29370000
2006-02-07 9:17,1139275050,aapl,6.537466,27.44,98.146248,17.86,56720000000,48010000000,36.3,25.59,1.7,3.5,6.79,2.97,22.026,9.91,12.34,10.6,22.65,16190000000,19.771,64.7,4040000000,2180000000,1610000000,1.85,91.5,8710000000,10.331,0,0,2.404,9.91,N/A,N/A,N/A,75.68,60.08,28405900,842770000,832060000,1.23,73.2,25720000,1.1,3.1,24860000
2009-01-01 1:31,1230744715,aapl,8.254035,146.9,74.976768,26.35,75870000000,52220000000,15.93,13.63,0.84,2.36,3.64,1.61,7.738,14.88,19.32,12.08,27.19,32480000000,36.841,27,11150000000,6750000000,4830000000,5.36,25.7,24490000000,27.55,0,N/A,2.462,23.674,9600000000,4380000000,1.9,90.98,131.28,47739200,888940000,878300000,0.7,68,21920000,0.4,2.5,26760000
2009-10-22 17:48,1256204926,aapl,19.8445,49.84,92.443085,10.39,1.83E+11,1.59E+11,35.7,21.84,1.51,5.31,7.09,4.61,21.19,14.97,19.98,10.81,22.74,34560000000,38.821,11.7,11150000000,7520000000,5180000000,5.72,14.6,24220000000,27.039,0,N/A,2.111,28.900999,11340000000,7510000000,1.49,183.044,152.389,16956300,895820000,889100000,0.67,72.1,15990000,0.9,1.8,15990000
2005-03-01 10:36,1109644563,aapl,4.303509,55.28,93.178673,8.6,18330000000,30210000000,72.01,18.24,2.06,1.86,3.11,3.09,37.16,5.2,6.71,6.63,10.37,9760000000,12.259,N/A,2260000000,813000000,508000000,0.62,N/A,6450000000,7.89,0,0,2.581,14.312,N/A,N/A,1.8,72.54,47.61,18241545,408590000,804600000,1.54,74.88,30650000,0.87,3.81,31180000
2013-06-19 9:57,1371607058,abbv,36.561169,30.38,148.512894,22.63,68960000000,76110000000,12.88,13.48,2.05,3.72,23.32,4.11,9.69,28.92,36.65,18.41,71.43,18540000000,11.73,3.7,13870000000,7850000000,5360000000,3.38,9.6,7480000000,4.72,15160000000,512.61,2.21,1.87,5940000000,5200000000,1.81,44.59,40.36,6191740,1580000000,1580000000,0.02,6.3,11400000,2.1,0.7,11000000
2003-10-26 16:06,1067155592,abc,11.530526,-9.64,77.74939,7.77,6380000000,8450000000,30.65,12.78,0.84,0.14,1.69,0.17,9.29,0.86,1.73,3.56,11.9,45230000000,211.815,N/A,2020000000,909650000,416660000,1.86,N/A,224820000,2.01,2300000000,0.592,1.471,34.77,N/A,N/A,-0.121,57.11,58.58,1735181,111900000,109700000,1.97,88.58,6260000,2.874,5.7,5980000
2005-12-04 8:46,1133657173,abc,16.305103,18.25,98.694595,13.41,8250000000,7880000000,32.05,17.01,1.47,0.15,1.92,0.14,10.568,0.49,1.22,3.61,6.77,54580000000,516.503,4,2180000000,746130000,291920000,2.48,-78.8,1320000000,12.676,952710000,0.223,1.32,41.382999,1530000000,951150000,N/A,76.93,72.67,949823,103800000,N/A,0.57,100.7,5200000,4.8,5.1,7700000
2010-08-21 11:26,1282361192,abc,25.916311,31.34,92.223717,6.85,8060000000,8260000000,13.41,12.36,1.05,0.11,2.79,0.11,7.17,0.81,1.37,4.93,21.89,76950000000,269.36,6.6,2100000000,1150000000,625670000,2.16,37.4,1310000000,4.7,1360000000,N/A,1.09,10.43,912700000,638420000,0.64,30.53,30,4830990,278840000,276950000,0.69,92.7,7540000,1.2,2.7,8900000
2005-03-30 19:52,1112183562,abc,11.402642,72.09,91.191223,11.77,6160000000,6710000000,14.67,14.07,1.23,0.11,1.36,0.13,7.68,0.81,1.48,3.62,10.1,53460000000,460.193,N/A,2180000000,873570000,430770000,3.78,N/A,529540000,4.77,1230000000,0.291,1.343,39.708,N/A,N/A,-0.024,59.7,57.03,1231090,111110000,109800000,1.18,93.01,5510000,4.345,5.02,4260000
2007-04-05 16:11,1175760667,abc,22.330008,-21.08,115.361717,-3.25,10220000000,10150000000,22.29,18.41,1.67,0.16,2.58,0.16,11.328,0.78,1.24,3.9,11.92,63280000000,314.734,14.1,2230000000,896020000,492220000,2.42,25.6,1240000000,6.566,1210000000,0.308,1.198,20.795,864630000,698240000,0.74,53.21,48.63,1344240,189460000,188480000,3.35,95.6,0,0,N/A,0
2008-01-23 20:34,1201091645,abc,19.646271,-16.53,108.604774,-36.69,7650000000,N/A,18.24,13.8,1.2,0.12,2.52,N/A,N/A,0.71,1.23,4.06,13.64,66070000000,356.809,4.8,2330000000,905570000,493770000,2.5,-28.2,1110000000,6.595,1230000000,0.396,1.109,18.290001,1210000000,1110000000,0.47,45.05,45.73,1459570,167960000,166860000,0.69,93.5,5900000,5.3,3.5,6500000
2009-02-09 8:47,1234140454,abc,16.896797,42.86,72.367859,25.95,5980000000,6700000000,24.55,11.01,1,0.09,2.2,0.1,7.241,0.36,1.2,4.19,16.9,70250000000,444.64,-0.2,2050000000,924790000,473180000,1.58,1.1,470920000,3.052,1190000000,N/A,1.059,17.601,533730000,386650000,0.57,36.23,36.01,2136800,154300000,152940000,12.54,83.4,3190000,2.1,2.1,4000000
2013-04-25 1:02,1366822920,abc,49.584484,19.34,144.033463,19.89,12850000000,13850000000,19.22,15.17,1.52,0.16,5.54,0.17,9.69,0.9,1.58,5.07,27.11,80640000000,327.31,5.7,2670000000,1430000000,710450000,2.9,4,417400000,1.81,1400000000,59.73,0.96,10.16,632040000,313940000,0.66,51.53,45.39,2516360,230170000,229620000,0.18,93.6,8500000,3,3.7,10490000
2005-01-08 7:45,1105141542,abc,11.812602,42.44,91.034256,10.36,6090000000,6670000000,14.25,12.87,1.08,0.11,1.47,0.13,7.08,0.88,1.63,3.89,11.09,53180000000,451.509,N/A,2180000000,942610000,468390000,4.062,N/A,871340000,8.29,1440000000,0.332,1.359,39.556,N/A,N/A,-0.033,58.53,56.43,1641363,105120000,103300000,1.73,95,8090000,5.677,7.83,8760000
2004-05-16 19:24,1084706655,abc,11.987226,10.53,83.279594,8.22,6620000000,7710000000,14.05,13.08,0.95,0.13,1.55,0.15,7.75,0.93,1.78,3.94,12.09,51780000000,441.08,N/A,2250000000,995390000,482700000,4.198,N/A,663760000,5.91,1750000000,0.412,1.365,37.967999,N/A,N/A,-0.122,56.49,58.18,1106772,112300000,110100000,1.96,86.21,5400000,4.396,4.91,4860000
2005-05-26 1:50,1117043444,abc,13.402997,35.8,92.634163,8.83,6870000000,14150000000,19.23,16.57,1.45,0.13,1.65,0.27,17.97,0.72,1.32,3.25,9.01,53290000000,466.43,N/A,2180000000,787320000,385260000,3.43,N/A,1150000000,11.07,957800000,0.23,1.258,39.949001,N/A,N/A,-0.031,60.85,58.01,1378460,104210000,103100000,1.06,95,7780000,4.636,7.54,6390000
2011-07-08 0:04,1310054655,abc,38.555958,-7.89,117.581619,2.95,11790000000,11240000000,17.89,15.49,1.36,0.15,3.76,0.14,8.95,0.86,1.45,5.02,22.78,78970000000,284.55,2.4,2360000000,1250000000,679310000,2.41,18.4,1910000000,6.98,1340000000,42.86,1.1,11.45,1340000000,1040000000,0.77,41.3,38.7,2283580,273960000,272090000,0.71,93.2,4820000,2.2,1.8,4410000
2004-10-20 1:31,1098207086,abc,10.372679,48.89,84.297638,8.61,5860000000,6510000000,12.13,12.58,0.91,0.11,1.36,0.12,6.5,0.95,1.77,4.06,12,52430000000,445.314,N/A,2250000000,1000000000,495930000,4.294,N/A,903170000,8.03,1460000000,0.331,1.39,39.075001,N/A,N/A,-0.071,53.82,55.9,1234590,112440000,110200000,1.99,90.22,7530000,5.682,6.84,6800000
2007-02-20 6:12,1171923122,abc,22.722618,-17.34,116.339935,-5.21,10400000000,10370000000,22.69,18.8,1.52,0.17,2.66,0.16,11.573,0.78,1.24,3.9,11.92,63280000000,314.734,14.1,2230000000,896020000,492220000,2.42,25.6,1240000000,6.566,1210000000,0.308,1.198,20.795,864630000,698240000,0.87,50.13,46.51,1536310,189460000,188480000,3.29,68.5,0,0,N/A,0
2012-02-28 18:01,1330423298,abc,34.418976,26.85,121.736008,12.88,9740000000,9280000000,14.57,11.91,1.06,0.12,3.35,0.12,6.78,0.88,1.54,5.16,24.15,80690000000,300.87,2.4,2540000000,1370000000,708240000,2.59,1,2370000000,9.19,1930000000,66.41,1.06,11.24,1700000000,1490000000,0.77,38.49,38.18,2528340,257830000,256020000,0.73,96.5,6160000,2.7,2.4,5580000
2004-01-28 7:37,1075246654,abc,11.305574,3.69,85.500046,5.56,6320000000,7780000000,14.1,12.2,0.91,0.12,1.52,0.15,8.01,0.9,1.78,3.76,11.95,50580000000,432.868,N/A,2250000000,972050000,456960000,3.998,N/A,283220000,2.53,1770000000,0.429,1.452,36.89,N/A,N/A,-0.123,61.15,60.61,1670363,112140000,109900000,2,84.35,5480000,2.458,4.98,5780000
2008-12-25 5:30,1230154256,abt,17.009144,10.26,72.002312,32.8,81690000000,88580000000,18.07,14.35,1.33,2.83,4.21,3.08,11.698,15.79,19.7,8.93,26.02,28800000000,18.649,17.6,14490000000,7570000000,4550000000,2.91,51.3,3770000000,2.428,10560000000,0.546,1.593,12.468,6810000000,3420000000,0.36,53.03,55.58,9963270,1550000000,1540000000,0.16,69,13420000,1.2,0.9,13470000
2011-11-02 6:21,1320186081,abt,21.208122,32.4,109.0355,17.66,82120000000,91450000000,18.2,10.51,1.25,2.18,3.18,2.38,8.14,11.84,21.04,N/A,N/A,38440000000,24.76,13.2,20500000000,11230000000,4550000000,2.9,-66,8890000000,5.71,18220000000,68.83,N/A,16.95,N/A,N/A,0.34,52.09,51.82,10297600,1560000000,1500000000,0.17,66.4,20820000,2,N/A,20860000
2011-09-02 9:24,1314926667,abt,20.081579,37.9,103.102608,22.32,80850000000,90170000000,15.83,10.41,1.27,2.17,3.06,2.42,8.7,13.78,19.88,8.03,22.12,37300000000,24.06,9,20500000000,10360000000,5130000000,3.28,50.4,8890000000,5.71,18220000000,68.83,1.52,16.95,9380000000,7670000000,0.28,50.81,50.71,7672010,1560000000,1500000000,0.17,66.4,15160000,1.5,N/A,13680000
2007-03-23 2:47,1174589260,abt,15.887287,8.5,114.681908,-6.1,84100000000,95410000000,48.79,16.93,1.92,3.75,5.98,4.25,15.143,7.64,18.98,9.07,12.06,22480000000,14.692,2.8,12660000000,6300000000,1720000000,1.12,N/A,1370000000,0.89,12410000000,0.883,0.944,9.142,5330000000,2640000000,-0.19,53.27,49.73,6711910,1540000000,1540000000,4.31,65.8,14600000,2.3,0.9,13350000
2007-07-04 7:59,1183507159,abt,16.215467,6.04,122.365211,-15.42,83670000000,94510000000,54.05,16.82,1.71,3.61,5.84,4.08,14.393,6.68,17.69,9.49,10.5,23190000000,15.13,15.5,12660000000,6570000000,1510000000,1,-19.3,1640000000,1.066,12480000000,0.871,0.935,9.296,5200000000,2670000000,-0.02,55.42,54.49,5763130,1540000000,1540000000,4.31,68.1,11750000,2.1,0.8,16390000
2012-01-01 23:13,1325430820,abt,22.551672,24.6,111.063309,15.99,87590000000,96340000000,19.4,11.18,1.3,2.28,3.57,2.51,8.73,11.84,20.62,8.47,19.71,38440000000,24.75,13.2,20500000000,11030000000,4550000000,2.9,-66,7980000000,5.12,16720000000,67.73,1.5,15.79,9890000000,9060000000,0.32,54.39,52.4,8451480,1560000000,1510000000,0.17,66.4,21590000,3.5,N/A,21760000
2012-03-30 5:44,1333057455,abt,25.027271,26.71,125.158249,13.74,95880000000,1.03E+11,20.26,11.42,1.47,2.47,3.93,2.66,9.24,12.17,20.9,8.4,20,38850000000,24.94,4.1,23310000000,11160000000,4710000000,3.01,12.3,8100000000,5.15,15410000000,62.85,1.54,15.56,8970000000,9100000000,0.23,57.84,54.8,7214400,1570000000,1570000000,0.14,65.7,21610000,3.1,1.4,19840000
2011-08-05 4:11,1312488693,abt,19.762882,42.37,105.053574,18.51,75800000000,90490000000,14.86,9.77,1.21,2.1,3.17,2.43,9,13.77,19.24,N/A,N/A,37300000000,24.08,9,20500000000,10050000000,5140000000,3.28,50.4,6500000000,4.18,18830000000,76.17,N/A,15.85,N/A,N/A,0.3,52.17,50.24,6931900,1550000000,1500000000,0.17,66.4,13290000,2.3,N/A,13220000
2008-04-28 3:46,1209325615,abt,16.20933,-11.29,113.847023,-37.1,80030000000,89420000000,20.8,14.17,1.32,2.94,4.4,3.35,13.157,14.39,18.25,N/A,N/A,26730000000,17.319,13.8,14490000000,6800000000,3850000000,2.47,34.5,2820000000,1.808,12210000000,0.687,N/A,11.471,N/A,N/A,-0.07,52.81,55.11,7142450,1560000000,1550000000,0.15,69.8,9530000,2,0.6,13070000
2007-04-10 20:13,1176207189,abt,16.831205,-0.88,115.657654,-4.24,88120000000,99020000000,51.13,17.68,1.98,3.93,6.26,4.41,15.716,7.64,18.98,9.07,12.06,22480000000,14.692,2.8,12660000000,6300000000,1720000000,1.12,N/A,1370000000,0.89,12410000000,0.883,0.944,9.142,5330000000,2640000000,-0.27,54.47,50.33,7263780,1540000000,1540000000,4.31,65.8,17450000,2.5,1.1,14600000
2004-09-20 13:31,1095658262,abt,11.034219,6.18,85.784996,10.7,67000000000,71550000000,21.75,17.1,1.57,3.4,5.22,3.63,13.98,15.73,19.08,11.53,24.56,19720000000,12.54,N/A,10210000000,5120000000,3100000000,1.973,N/A,2420000000,1.55,6970000000,0.543,1.378,8.216,N/A,N/A,0.259,40.44,42.38,3139818,1560000000,1460000000,6.63,61.02,10380000,3.621,0.71,9490000
2007-01-13 21:19,1168694382,abt,14.881428,25.91,114.109367,-0.35,77430000000,85830000000,24.54,18.08,2.01,3.46,4.94,3.85,13.127,14.21,20.44,10.17,21.2,22310000000,14.547,3.5,11700000000,6540000000,3170000000,2.06,5.2,1050000000,0.685,9450000000,0.604,1.355,10.186,5390000000,5300000000,-0.26,48.36,47.44,5071730,1530000000,1530000000,0.26,66.6,12500000,2.8,0.8,12630000
2013-08-18 7:12,1376781165,abt,31.644375,23.33,151.472687,21.35,54350000000,52890000000,13.95,15.68,1.47,1.36,2.44,1.32,4.58,10.02,22.4,10.72,26.48,40100000000,25.52,2.5,24750000000,11540000000,6190000000,2.51,-72.4,9390000000,6.04,7930000000,35.38,1.82,14.37,6200000000,6880000000,0.5,35.77,35.73,7277010,1550000000,1550000000,0.16,67,10200000,1.4,0.7,8520000
2006-07-18 12:32,1153197134,abt,12.852829,26.34,97.781052,26.89,67890000000,71770000000,20.37,15.77,1.78,3.07,4.7,3.24,11.197,15.35,20.61,10.94,23.75,22140000000,14.321,-3.7,11700000000,6410000000,3400000000,2.18,3.2,2400000000,1.576,6290000000,0.436,1.482,9.463,5820000000,2970000000,-0.14,42.99,42.63,4514350,1530000000,1520000000,0.26,62.1,8800000,1.9,0.6,7620000
2008-01-23 23:41,1201102905,abt,17.953432,-3.16,108.604774,-36.69,89580000000,98530000000,46.71,18,1.66,3.57,5.69,3.96,16.136,7.74,17.36,7.62,12.34,24910000000,16.177,14.4,12660000000,6110000000,1930000000,1.24,0.2,2550000000,1.65,12240000000,0.784,1.045,10.101,5420000000,2340000000,-0.13,58.09,54.55,6286310,1550000000,1540000000,0.15,67.3,8770000,1.8,0.6,11750000
